Title,Available Globally?,Release Date,Hours Viewed,Number of Ratings,Rating,Genre,Key Words,Description
Briko: Season 1,No,,100000,39.0,9.1,['Short'],,A behind the scenes look at Season One of Seal Team.
Bring Me Home // 나를 찾아줘,No,,100000,1396.0,6.4,"['Drama', 'Mystery', 'Thriller']","police,female protagonist",A dedicated mother in search of her missing son follows a tip that leads her to a fishing village where corrupt police officers might have the answers to her mystery.
British Garden: Life and Death on Your Lawn,No,,100000,60.0,7.6,['Documentary'],,"A group of people take a look at different gardens down one street and count up all the species they can find, during the four different seasons."
Britt-Marie Was Here // Britt-Marie var här,No,,100000,2349.0,5.5,"['Comedy', 'Drama', 'Sport']","reference to liverpool fc,reference to manchester united,female soccer coach,car accident,deadly car accident","Britt-Marie, 63 years old, has just left a 40 year old marriage and her long life as a house wife. Being told she is a nagging passive aggressive aunt, the new, only job, in small town Borg, will be quite challenging. Small town o..."
Broken (2019),No,,100000,1301.0,5.9,['Drama'],"sensual lesbian dance,female female kiss,lesbian love,lesbian interest,female protagonist","A female FBI agent befriends a woman and her adorable, young, special needs son who live in the countryside. The women&apos;s friendship soon turns into romance but family secrets complicate things."
Bros (2022),No,,100000,33722.0,6.4,"['Comedy', 'Romance']","man sucks a man&apos;s finger,bare chested male,gay kiss,gay protagonist,gay sex",Two men with commitment problems attempt a relationship.
Brother Jekwu,No,,100000,,,['Comedy'],,"Chasing wild success, a village hustler follows his cousin from Nigeria to Kenya and stumbles into the shady business affairs of a notorious overlord."
Brother's Shadow,No,,100000,165.0,6.0,['Drama'],"alaska,fish market,parole officer,jewish,death of a family member",
Brotherhood of Blades // 錦衣衛-繡春刀 // 绣春刀,No,,100000,3621.0,6.6,['Action'],"chinese history,chinese,16th century,friendship,secret service",This is a movie set in the late Ming Dynasty. The 3 main characters are all elite guards for the palace. One of their fellow guardsmen goes bad. His former companions must now forget their bond and apprehend him. But are they bein...
Brothers by Blood,No,,100000,11.0,7.8,"['Documentary', 'Biography']",,"Two brothers, both in their early 70&apos;s, hold a long life grudge against each other. They can be compared in so many ways, yet they cannot manage to keep a brotherly relationship, due to childhood traumas. Ehud, the eldest, can be ..."
Brothers in Brothel // はるヲうるひと,No,,100000,48.0,5.0,['Drama'],"boat,prostitute,brothel","It is a remote and idyllic island and many amenities and comforts afforded and offered to most are missing, but fear not. The island does have its own brothel. Tetsuo is the boss and runs the place. He is harsh and rather imposing..."
Brothers of the Wind,No,,100000,2609.0,6.8,"['Adventure', 'Drama', 'Family']","eagle,human animal relationship,eagle&apos;s feather,mountaintop,loss of wife","In a world where it takes courage to fly, a young boy nurtures a baby eagle into adulthood. Searching for their place in the world, they bond over their desire to be free."
"Bruc, the Manhunt // Bruc. La llegenda",No,,100000,834.0,5.6,"['Drama', 'History', 'War']","army,french,hunt,saber,boar","1808. The Napoleonic Army suffers its first defeat at the hands of a single man: a drummer boy who used the Montserrat mountains to echo his drums and send the enemy troops into a panicked retreat. When the news reaches Napoleon, ..."
Bruder: Schwarze Macht: Season 1,No,,100000,168.0,6.8,"['Crime', 'Drama', 'Thriller']",tv mini series,
BTOOOM!: Season 1,No,,100000,,,['Family'],"pinball machine,pinball,arcade,repair,educational",Home game room educational video. Learn to restore full size arcade video games.
Bucharest Nonstop // București NonStop,No,,100000,2104.0,7.3,"['Comedy', 'Drama']",eastern europe,
Budapest Heist // Pesti Balhé,No,,100000,4126.0,3.9,"['Action', 'Comedy']",,"After their friend dies in an accident, Marcell, the rich but burnt-out architect and the rest of his loser childhood buddies decide to team up for the last time to fulfill their friend&apos;s last wish by smuggling his crappy painting..."
Buddy Thunderstruck: The Maybe Pile,Yes,2017-07-14,100000,38.0,6.9,"['Animation', 'Action', 'Comedy']",,Buddy and Darnell are having a hard time deciding what to do so instead you pick what they do with these terrible ideas.
Budhia Singh: Born to Run // बुधिया सिंह: बॉर्न टु रन,No,,100000,1583.0,7.5,"['Biography', 'Drama', 'Sport']",controversy,"A biopic about Budhia Singh, the world&apos;s youngest marathon runner whose story garnered controversy and inspiration around the world."
Bugsy,No,,100000,30577.0,6.8,"['Biography', 'Crime', 'Drama']","jewish,casino,las vegas nevada,mafia,based on true story",
Bukit Kepong,No,,100000,113.0,6.9,"['Action', 'Drama', 'History']","politics,terrorism",Bukit Kepong is an adaptation from Bukit Kepong incident that was an armed encounter which took place on 23 February 1950 between the Federation of Malaya Police and the gunmens of Malayan Communist Party during the Malayan Emerge...
Bully // Pestkop,No,,100000,40097.0,6.9,"['Biography', 'Crime', 'Drama']","bully,casual sex,rape victim,revenge,female frontal nudity","A pack of naïve teenagers conspire to murder a mutual friend, whose aggressive demeanour has proven too much."
BUMP OF CHICKEN TOUR 2019 aurora ark TOKYO DOME,No,,100000,,,,,
Butt Detective: Season 1 // おしりたんてい: 第1部,No,,100000,99.0,5.7,"['Family', 'Animation', 'Short']","featurette,animated short,cartoon,cartoon short,surrealism",Buddy must solve the case of a young girl who has been kidnapped by an insane musical sorcerer.
Butt Detective: Season 2 // おしりたんてい: 第2部,No,,100000,,,"['News', 'Talk-Show']",,
Butt Detective: Season 3 // おしりたんてい: 第3部,No,,100000,,,['Talk-Show'],,
Buzz Off // Git Basimdan,No,,100000,,,"['Short', 'Comedy']",,"When an unwelcomed house fly overstays its welcome in Freddy&apos;s apartment, a battle of wits ensues resulting with an unexpected conclusion."
Bwakaw,No,,100000,360.0,7.2,['Drama'],"dementia,nursing home,statue of saint,cross dresser,drag queen",
BÚÉK,No,,100000,2476.0,7.0,"['Comedy', 'Drama']","cheating,extramarital affair,homophobia,gay relationship,gay","The story takes place on New Year&apos;s Eve that a group of friends have been celebrating together for years. The host is the newly divorced psychologist, Aliz, and her guests are her younger brother, Döme, the chemistry teacher, Kris..."
C'est Si Bon // 쎄시봉,No,,100000,452.0,6.6,"['Drama', 'Romance']",,"When country boy Oh Geun-tae is thrust into the bustling world of Seoul&apos;s iconic folk music café-C&apos;est Si Bon, he unwittingly becomes the third member of the yet-to-debut &apos;C&apos;est Si Bon Trio&apos;."
C/O Kaadhal,No,,100000,381.0,7.7,['Drama'],,A heart warming film that explores the concept of romance with episodes involving four sets of people of different age group.
Cabins in the Wild with Dick Strawbridge: Season 1,No,,100000,286.0,6.7,['Reality-TV'],"tv mini series,non fiction",Dick Strawbridge and Will Hardie follow a competition to build a portable pop-up hotel in the wild comprised of eight stunning and unique themed cabins.
Cafe Funiculi Funicula // コーヒーが冷めないうちに,No,,100000,1257.0,6.7,"['Adventure', 'Drama', 'Fantasy']","snow adventure,coffee,cafe,time travel,sands of time","In a specific cafe and chair in Japan, one can travel back in time while drinking a cup of coffee. There are, however, 5 rules/restrictions. It opens for closure and changing one&apos;s future but not present."
"Call Me, Thanks // كلمني شكرا",No,,100000,,,"['Short', 'Comedy']",,A man leaves his quiet life in the country to become a comic entertainer in the Big City. His journey is a Surreal celebration of the descent into a Hell of narcissistic self-destruction. In a string of events ranging from antisoc...
Camarón Revolution: Season 1 // Camarón. De la isla al mito: Temporada 1,Yes,,100000,,,,,
Camarón: The Film // Camarón,Yes,,100000,345.0,7.4,['Documentary'],,The life of Camarón de la Isla. From his humble gipsy origins to international stardom.
Camila Jam // Nome Próprio,No,,100000,525.0,6.3,['Drama'],"female full frontal nudity,labia,female pubic hair,nudity,lesbian","The story of Camila, a young woman intent on becoming a writer."
Camino a Marte,No,,100000,969.0,5.6,"['Adventure', 'Comedy', 'Drama']",friendship,"Two friends begin the road trip of a life time, where a new acquaintance puts their friendship and beliefs to the ultimate test."
"Camino, a Feature Length Selfie // Camino",No,,100000,98.0,6.4,['Documentary'],,"Experimental documentary in which Martin De Vries films himself as he is walking the Camino, a path of 1.600km through Spain and France, and shares some views and his inner thoughts."
Camokakis: Whole Lot Fall In!: Season 1,No,,100000,,,,,
Campo Grande,No,,100000,221.0,6.6,['Drama'],f rated,Eight-year-old Ygor and six-year-old Rayane are left by their mother on Regina&apos;s doorstep in the upscale Rio de Janeiro neighborhood of Ipanema.
"Can Go Up, Can Go Down // Bisa Naik Bisa Turun",No,,100000,54.0,7.2,['Comedy'],warkop,Three friends embark on a series of comedic shenanigans after receiving security guard training from an unreliable source.
Canton God Father // 奇蹟 // 奇迹,No,,100000,,,,,
Cape No. 7 // 海角七號 // 海角七号,No,,100000,4409.0,7.0,"['Comedy', 'Drama', 'Music']","village,group,singer,band,love",
Capturing Cricket: Steve Waugh in India,No,,100000,46.0,8.0,"['Documentary', 'Sport']","cricket,cricket the sport,india","Steve Waugh, the mastermind behind Australia&apos;s golden age of cricket dominance, takes us on a trip through India, exploring the rich diversity of cultures and searching for the true spirit of cricket."
Cargo // कार्गो,No,,100000,47237.0,6.3,"['Drama', 'Horror', 'Sci-Fi']","zombie,boat,creature,baby,f rated","After an epidemic spreads all over Australia, a father searches for someone willing to protect his daughter."
Cargo // कार्गो,No,,100000,47241.0,6.3,"['Drama', 'Horror', 'Sci-Fi']","zombie,boat,creature,baby,f rated","After an epidemic spreads all over Australia, a father searches for someone willing to protect his daughter."
Cargo // कार्गो,No,,100000,47241.0,6.3,"['Drama', 'Horror', 'Sci-Fi']","zombie,boat,creature,baby,f rated",
Carmina y amén,No,,100000,1818.0,6.6,"['Comedy', 'Drama']","applying lipstick,cemetery,song,slow motion,funeral",
Carolin Kebekus - AlphaPussy,No,,100000,27.0,5.7,['Comedy'],"tv special,stand up comedy special",
Carta Para Além dos Muros,No,,100000,155.0,8.3,['Documentary'],disease,"This documentary reports, through interviews with specialists and activists, the chronology of the AIDS epidemic in Brazil, from the beginning of the discovery of the disease to the present day."
Casa Amor Exclusive For Ladies // 워킹걸,No,,100000,616.0,6.1,"['Comedy', 'Romance']","sex shop,sex toy,remake of brazilian film,south korean remakes of brazilian film,south korean sex comedy",
Case Unknown // Enen,No,,100000,,,"['Short', 'Drama']",,"In the dangerous living conditions of Human Trafficking, Ana tries to escape the darkness and repressed underground World, but is scarred forever."
Casino Tycoon 2 // 賭城大亨 2 之至尊無敵 // 赌城大亨 2 之至尊无敌,No,,100000,325.0,5.5,"['Comedy', 'Crime', 'Drama']",suspense,
Casting JonBenet,Yes,2017-04-28,100000,5674.0,6.1,"['Documentary', 'Crime', 'Drama']","crime documentary,child,murder,christmas,book",
Catatan Harian Si Boy,No,,100000,,,,,
Catching Feelings,Yes,2018-05-18,100000,587.0,5.7,"['Comedy', 'Drama', 'Romance']","writer,friendship,infidelity,one night stand,cheating wife","Catching Feelings is a dark romantic comedy which follows an urbane young academic and his beautiful wife, as their lives get turned upside down when a celebrated and hedonistic older writer moves into their Johannesburg home with..."
Caught in Time // 除暴,No,,100000,,,,,
Cemara's Family // Keluarga Cemara,No,,100000,927.0,7.7,"['Drama', 'Family']","poverty,based on tv series,reboot,father,mother","After bankruptcy, Abah loses his house and all of his treasures. He also loses his court case, so his family is threatened with living in poverty forever. Abah and his family must get to their new life."
Certain Women (2016),No,,100000,14879.0,6.4,['Drama'],"triptych,lawyer client relationship,lesbian crush,lesbian,female nudity",
Challenge To White Fang // Il Ritorno Di Zanna Bianca,No,,100000,464.0,5.6,"['Adventure', 'Western']","golden eagle,dog sled race,death by avalanche,fake paralytic,heroic dog","Sequel to Lucio Fulci&apos;s first &apos;White Fang&apos; has the wolf-dog once again trying to stop the villainous Beauty Smith from claiming a recently discovered gold mine in 1899 Yukon, Canada."
Change Days: Season 1 // 체인지데이즈: 시즌1,No,,100000,8.0,7.0,"['Documentary', 'Short']",,
Changing Saddles,No,,100000,345.0,4.7,"['Comedy', 'Drama', 'Family']","coming of age,strong,country,farmhouse,grief","A troubled young girl must choose between a carefree and exciting life in the city and a hard-work, no-frills country lifestyle in order to learn who she really is and what she wants out of life."
Charley Goes to School: Season 1,No,,100000,,,"['Comedy', 'Family', 'Fantasy']",,"A two-part episode, in which Adil becomes a real boy and has to attend the School. But he finds being Human causes more problems then ever and suddenly Sophie receives help from the Bamboozzle when she finds that his mother has st..."
Charlie's Country,No,,100000,2747.0,7.3,"['Adventure', 'Drama']","australian aborigine,semi autobiographical,australia,alliterative title,philosophical conversation",
Chashme Baddoor // चश्मे बद्दूर,No,,100000,5297.0,5.4,"['Comedy', 'Drama']",bromance,"When pretty new neighbor Seema falls for their shy roommate Sid, jealous womanizers Omi and Jai plot to break up the new lovebirds."
Chavela,No,,100000,1145.0,7.7,"['Documentary', 'Biography', 'History']","singer,timeframe 1910s","The life of pioneering singer Chavela Vargas, from her birth in Costa Rica in 1919 to her death in Mexico in 2012."
"Cheer Up, Mr. Lee // 힘을 내요, 미스터 리",No,,100000,517.0,6.9,"['Comedy', 'Drama', 'Family']",daughter,"Cheol Soo has a perfect appearance, but he is a bit slow. One day, his daughter Saet Byeol appears in front of him. Saet Byeol has been sick and she has been in the hospital. They start on a trip."
Chef's Special // Fuera de carta,No,,100000,,,"['Short', 'Comedy']",,Two young men confront their sexuality while waiting for dinner to arrive.
Chelsea: Best of 2016,Yes,2016-05-11,100000,,,"['Action', 'Sport']",,"The WWE Universe witnessed some of the greatest matches of The New Era in 2016. Dream matches were realized, members of The New Era stole the show and legends showed the world that they still got it. In this exclusive collection, ..."
Chhota Bheem: Season 8 // छोटा भीम: सीज़न 8,No,,100000,,,,,
Chhota Bheem: Season 14 // छोटा भीम: सीज़न 14,No,,100000,,,,,
Chhota Bheem: Season 17 // छोटा भीम: सीज़न 17,No,,100000,,,,,
Chhota Bheem: Season 18 // छोटा भीम: सीज़न 18,No,,100000,,,,,
Chhota Bheem: Season 19 // छोटा भीम: सीज़न 19,No,,100000,,,,,
Chhota Bheem & Krishna: Mayanagari // छोटा भीम और कृष्णा: मायानगरी,No,,100000,48.0,7.7,"['Animation', 'Action', 'Adventure']",,Dhuni Baba wakes up with a start and pulls out an old staff. He grows nostalgic and remembers his master holding the same staff and teaching five other students. They all learnt yoga and martial arts from this master. Seven guys l...
Chhota Bheem & Krishna: Pataliputra- City of the Dead // छोटा भीम ऐंड कृष्णा: पाटलिपुत्र- सिटी ऑफ़ द डैड,No,,100000,48.0,7.7,"['Animation', 'Action', 'Adventure']",,Dhuni Baba wakes up with a start and pulls out an old staff. He grows nostalgic and remembers his master holding the same staff and teaching five other students. They all learnt yoga and martial arts from this master. Seven guys l...
Chhota Bheem and the Legend of El Magnifico // छोटा भीम और एल मैग्निफ़िको की कहानी,No,,100000,,,['Animation'],,"While in Mexico as exchange students, Bheem and his squad are pulled into a thrilling ride amid magical beings, ghosts and evil-doers."
Chhota Bheem and the Return of Dragar // छोटा भीम और ड्रैगार की वापसी (Little Bheem and the return of Dragar),No,,100000,,,"['Action', 'Adventure', 'Comedy']","based on tv series,based on cartoon,live action remake,remake,hero",Live action in which Bheem and his friend should destroy Damyaan from dark magic.
Chhota Bheem aur Chand Pari ki Dastaan // छोटा भीम और चांद परी की दास्तान,No,,100000,,,['Animation'],,"When a terrible king steals three gifts granted to Bheem and his friends by a Moon Fairy, they must find a way to defeat him before it&apos;s too late."
Chhota Bheem Aur Hanuman // छोटा भीम और हनुमान,No,,100000,73.0,7.7,"['Animation', 'Action', 'Adventure']",demon,"Makhichoos, who hates Diwali, and the evil witch release a demon with the intention of teaching Bheem a lesson and building a kingdom. After they kidnap Indumati, Hanuman joins Bheem to help save her."
Chhota Bheem aur Krishna // छोटा भीम और कृष्णा,No,,100000,118.0,7.8,"['Animation', 'Action', 'Adventure']","friend,revenge,reference to krishna the hindu deity","After Krishna stops Maayandri from releasing her brother, Kirmada, Maayandri decides to exact revenge on him. Later, Bheem and his friends set out to rescue Krishna and defeat Maayandri."
Chhota Bheem aur Krishna vs Zimbara // छोटा भीम और कृष्णा वर्सेस ज़िम्बारा,No,,100000,118.0,7.8,"['Animation', 'Action', 'Adventure']","friend,revenge,reference to krishna the hindu deity","After Krishna stops Maayandri from releasing her brother, Kirmada, Maayandri decides to exact revenge on him. Later, Bheem and his friends set out to rescue Krishna and defeat Maayandri."
Chhota Bheem Aur Mahavinashini ka Vinaash // छोटा भीम और महाविनाशी,No,,100000,,,['Animation'],,Chhota Bheem and his friends embark on an adventurous journey to defeat Arazim who has captured the people of Dholakpur.
Chhota Bheem ki Citi Pitti Gul // छोटा भीम की सिट्टी पिट्टी गुल,No,,100000,,,['Animation'],,"Krishna meets Chhota Bheem and his friends and plays with them. However, when Kali Charan appears and expresses his intention to take over the world, Chhota Bheem and Krishna team up to stop him."
Chhota Bheem: Dholakpur to Kathmandu // छोटा भीम: ढोलकपुर टू काठमांडू,No,,100000,114.0,7.5,['Animation'],"snow,friendship,hero,fight,place name in title","Chhota Bheem travels to Kathmandu, Nepal in order to rescue Migo, a yeti cub. For this, he must fight the evil Snow Leopard Clan in the snow-clad mountains of Nepal and bring the cub to his father."
Chhota Bheem: Journey to Petra // छोटा भीम: जर्नी टू पेट्रा,No,,100000,17.0,7.7,['Animation'],,"The king has been away to meet an old friend, but when he sends for urgent help, Bheem finds himself on an action-packed rescue mission to Egypt."
Chhota Bheem: Master of Shaolin // छोटा भीम: मास्टर ऑफ़ शाओलिन,No,,100000,222.0,6.5,"['Animation', 'Action', 'Adventure']",fight,"Bheem and his friends accompany Ming, a monk, to the Shaolin temple to fight against a dangerous Kaifu who wants to take control of the Shaolin temple."
Chhota Bheem: The Rise of Kirmada // छोटा भीम: द राइज़ ऑफ़ किरमाडा,No,,100000,,,"['Action', 'Adventure', 'Comedy']","based on tv series,based on cartoon,live action remake,remake,hero",Live action in which Bheem and his friend should destroy Damyaan from dark magic.
Chibi Maruko-chan: My Favorite Song // 劇場版 ちびまる子ちゃん わたしの好きな歌,No,,100000,46.0,7.3,['Animation'],"anime animation,slice of life",
Chico: Artista Brasileiro,No,,100000,422.0,7.8,['Documentary'],"singer,brazilian singer,brazilian music,music of brazil,brazilian musicians",
Chinese Paladin 3 // 仙劍奇俠傳 3 // 仙剑奇侠传三: 仙剑奇侠传3,No,,100000,281.0,7.2,"['Action', 'Comedy', 'Drama']","chinese,china,sword and sorcery fantasy,xianxia,wuxia","Chinese Paladin 3 is a Chinese television series adapted from the video game of the same title, and, because of an added time travel concept allowing the protagonist from Chinese Paladin (2005) to appear in the setting decades bef..."
Chippa // चिप्पा,No,,100000,1176.0,6.6,['Drama'],letter,"On the eve of his tenth birthday, when Chippa receives a letter for his long-absent father, he decides to leave his pavement abode to find out more."
Chocolat (2000),No,,100000,199320.0,7.3,"['Drama', 'Romance']","chocolate,france,village,chocolate shop,food",
Christine (1983),No,,100000,90650.0,6.8,"['Horror', 'Thriller']","killer car,inanimate object comes to life,friendship,bully,drive in",
Christmas Encore,No,,100000,547.0,3.8,"['Comedy', 'Horror']","christmas,cheese,gay joke,kiss on the lips,deception",A diverse group of friends gather for the festive season in a remote lodge but soon plans go awry. One of the friends goes missing and the truth behind why the lodge was booked for the holiday is disclosed. Christmas quickly turns...
Christmas Flame // Nagykarácsony,No,,100000,1347.0,6.2,"['Comedy', 'Romance']","christmas,christmas fair,school play,fake trailer,firefighter",A firefighter develops a fear of heights and has strange visions after his wedding proposal goes up in smoke.Will a teacher he meets later cure his vertigo and mend his broken heart?
Christmas in August // 8월의 크리스마스,No,,100000,3858.0,7.6,"['Drama', 'Romance']","man wears eyeglasses,timeframe 1990s,love,roller coaster,male female relationship",Hahn Suk-Kyu suffers from a fatal disease. He meets Shim Eun-Ha and falls in love with her. Will their love story have a tragic ending?
Christmas in Love (2018),No,,100000,1076.0,4.2,"['Comedy', 'Romance']","timeframe 2000s,young,christmas,local blockbuster,italy",
Christmas with a Prince,No,,100000,21389.0,5.8,"['Comedy', 'Family', 'Romance']","christmas,toboggan,christmas movie,prince,reporter","When a reporter goes undercover as a tutor to get the inside scoop on a playboy prince, she gets tangled in some royal intrigue and ends up finding love - but will she be able to keep up her lie?"
Chrisye,No,,100000,,,,,
Chungking Express // 重慶森林,No,,100000,92492.0,8.0,"['Comedy', 'Crime', 'Drama']","drug smuggling,hong kong,daydream,loneliness,spoken inner thoughts","Two melancholy Hong Kong policemen fall in love: one with a mysterious female underworld figure, the other with a beautiful and ethereal waitress at a late-night restaurant he frequents."
CIA: Comrade in America,No,,100000,3389.0,6.4,"['Action', 'Adventure', 'Drama']",girl,"A young man in Kerala has two weeks to stop the woman he loves from a fixed marriage in the U.S., but he doesn&apos;t have the papers to get there."
Cicakman 3,No,,100000,164.0,3.7,"['Action', 'Comedy', 'Sci-Fi']","superhero action,superhero sci fi,superhero,defender,disappearance","Set after 7 years of the event of Cicakman 2: Planet Hitam. Cicakman, the former superhero of Metrofulus had disappeared with people claiming Cicakman is dead or has retired. In his absence, the new superhero known as SuperBro has..."
Cinema Bandi,No,,100000,2889.0,7.9,"['Comedy', 'Drama']","driver,village","When a driver finds an expensive camera in the back seat of his rickshaw, he comes up with a ridiculously ambitious plan to gather the village and make a film - a ticket to get their drought-hit village out of its dreary conditions."
Cinema Paradiso // Nuovo Cinema Paradiso,No,,100000,277018.0,8.5,"['Drama', 'Romance']","film projectionist,cinema,flashback,blind man,nostalgia",A filmmaker recalls his childhood when falling in love with the pictures at the cinema of his home village and forms a deep friendship with the cinema&apos;s projectionist.
Cinta Laki-Laki Biasa,No,,100000,92.0,7.8,"['Drama', 'Romance']",love,
Circle of Eight,No,,100000,2033.0,3.7,"['Horror', 'Mystery', 'Sci-Fi']","time travel,apartment,female removes her clothes,apartment building,three word title",
Circus of Books,Yes,2020-04-22,100000,4940.0,7.1,"['Documentary', 'Biography', 'History']","bookstore,gay magazine,husband wife relationship,gay son,gay pornography","In 1976, Karen and Barry Mason had fallen on hard times and were looking for a way to support their young family when they answered an ad in the Los Angeles Times. Larry Flynt was seeking distributors for Hustler Magazine. What wa..."
Cities of Last Things // 幸福城市,No,2019-07-11,100000,2077.0,6.3,"['Crime', 'Drama', 'Sci-Fi']","written by director,three stories,near future,suicide,bus","This is a story about a common man who has extraordinary events in his mundane life. The film depicts the protagonist&apos;s turns of events in three eras, three seasons, three nights, in the same city, as told with reverse chronology."
Citizen Roh // 시민 노무현,No,,100000,8870.0,7.0,"['Comedy', 'Drama']","unwanted pregnancy,unexpected pregnancy,drug abuse,homeless woman,abortion",
City Hunter // 城市獵人 // 城市猎人,No,,100000,,,,,
City Hunter // 城市獵人 // 城市猎人,No,,100000,,,,,
City Hunter // Nicky Larson et le parfum de Cupidon,No,,100000,,,,,
City Hunter // Nicky Larson et le parfum de Cupidon,No,,100000,,,,,
City on Fire // 龍虎風雲 // 龙虎风云,No,,100000,1546.0,4.4,"['Action', 'Drama']","baby,scene during end credits,psychotronic film,profanity,burning building","A pyromaniac, ex-employee of a city oil refinery creates an explosion at the facility which starts a chain-reaction of fires that engulf the entire city."
Clair Obscur,No,,100000,2824.0,6.5,['Drama'],"psychodrama,title directed by female,reference to robert louis stevenson,reference to dr. jekyll and mr. hyde,cat","Two Turkish women, one oppressed by sexist traditions and one liberated by modern mores, have more in common than it would seem."
Clandestine Childhood // Infancia clandestina,No,,100000,2652.0,7.0,['Drama'],"the disappeared,operation condor,argentina,friend,school",
Clash (2020),No,,100000,14.0,5.8,"['Short', 'Comedy']",,"Though Nev is happily situated with his family in Los Angeles, he has yet to reveal his secret to his old school Jewish parents who are coming over to visit their new grandson for the first time."
Classic Mary Berry: Season 1,No,,100000,,,['Short'],,The creator behind Mr. Erbac&apos;s Retro Classic Video Game Review gives a perspective on top live-action moments of season 1.
Classmates Minus // 同學麥娜絲 // 同学麦娜丝,Yes,2021-02-20,100000,1893.0,7.1,"['Comedy', 'Drama']",,"Four high school buddies -- a director, a temp worker, an insurance salesman, and a paper craftsman -- grapple with unfulfilled dreams amid middle age ennui."
Clean Hands // Schone Handen,No,,100000,1705.0,6.3,"['Crime', 'Drama', 'Thriller']","shot in the hand,police,train,fire,daughter",A drug lord&apos;s wife faces a crisis of loyalty when her husband&apos;s cutthroat dealings compel her to flee with their young children.
Clique: Season 2,No,,100000,,,['Short'],,Hear what Michael Weatherly has to say when asked 20 Questions.
Clockstoppers,No,,100000,,,,,
Close-Knit // 彼らが本気で編むときは、,No,,100000,1928.0,7.2,['Drama'],"absent parent,transgender,transgender teen,lgbt,lgbt interest","Tomo, an 11-year old girl, discovers her mother has abandoned her. Tomo&apos;s uncle and his transgender girlfriend, Rinko, take her in. Together they tackle the task of knitting 108 of Rinko&apos;s special hopes and dreams, one stitch at a..."
Closed Ward // 閉鎖病棟－それぞれの朝－,No,,100000,42.0,6.4,['Drama'],"psychiatric hospital,insanity","Life in a mental ward in Norway, with both tragic and comic elements."
Closet Monster,No,,100000,9105.0,7.0,"['Drama', 'Fantasy', 'Mystery']","pet hamster,coming of age,gay interest,gay sex,gay boy",A creative and driven teenager is desperate to escape his hometown and the haunting memories of his turbulent childhood.
Clover // クローバー,No,,100000,405.0,4.6,"['Comedy', 'Crime', 'Thriller']","money,mobsters,shot in the head,female kills a male,racial slur",Two brothers owe money to the wrong guy at the wrong time. While they go on the run trying to pull together the money they become burdened with a teenage girl and hunted by assassins they don&apos;t know are following their every move
"Club de Cuervos Presents: I, Potro // Club de Cuervos presenta: Yo, Potro",Yes,2018-10-19,100000,538.0,6.2,"['Comedy', 'Sport']","soccer,mockumentary,wedding,fired from soccer team,fight","Former Club de Cuervos player Potro returns home to Argentina, just in time for the wedding of his famous soccer star brother and to confront his estranged family."
Cobardes,No,,100000,596.0,5.7,['Drama'],"cell phone,school bully,teenage boy,teenage girl,boy in jeopardy",A young victim of bullying at school realizes that even the adult world is dominated by fear similar to his own. He pays a high price when he decides to fight back.
Code Geass: Lelouch of the Rebellion - Movie Trilogy: Collection // コードギアス 反逆のルルーシュ 劇場3部作　: コレクション,No,,100000,537.0,7.5,"['Animation', 'Action', 'Sci-Fi']","robot,teenager,cape,masked,genius","A remake of the last 9 episodes in Code Geass R2, which is a prequel to Lelouch of the Resurrection."
Code: Karim // Codice: Karim,No,,100000,41.0,5.6,['Action'],,"After years spent in war-torn Syria, He decides to return to Italy, to finally put behind his terrible experiences, and regain his life. But in order to do so, he will have to pay a very high price."
Coffee for All // Caffè sospeso,Yes,,100000,454.0,5.6,['Documentary'],life,Suspended Coffee is a documentary about the suspended life and mercy.
Coin Locker Girl // 차이나타운,No,,100000,2159.0,6.7,"['Crime', 'Drama', 'Thriller']","train station locker,in medias res","A new born girl is placed in a coin operated locker in the subway station. The girl is raised by a mother who is the boss for a loan shark group. Later, when the girl has grown into a teen, she carries out missions given to her by..."
Cold Comes the Night,No,,100000,9621.0,5.7,"['Action', 'Crime', 'Mystery']","motel owner,motel,prostitution,blonde,shooting a woman",A struggling motel owner and her daughter are taken hostage by a nearly blind career criminal to be his eyes as he attempts to retrieve his cash package from a crooked cop.
Cold Eyes // 감시자들,No,,100000,8275.0,7.1,"['Action', 'Crime', 'Thriller']","police,korean remake,south korean remake",A high-tech police surveillance team attempts to take down a gang of ruthless bank robbers.
Cold War 2 // 寒戰 II // 寒战 2,No,,100000,3076.0,6.5,"['Action', 'Crime', 'Drama']","political thriller,3 dimensional,3d,sequel,second part","After the end of Cold War mission, a new incident is happened at Hong Kong. However, cops cannot catch the killer and the police suspects each other in the organization."
Colette (2013),No,,100000,26003.0,6.7,"['Biography', 'Drama', 'History']","bisexuality,novelist,paris france,infidelity,open marriage",
Colin Quinn: Red State Blue State,Yes,,100000,,,"['Documentary', 'Short']","human rights,f rated,nsa,presidential debate,ballot access",
Colin Quinn: The New York Story,Yes,2016-11-18,100000,1527.0,7.3,"['Documentary', 'Sport']","soccer,soccer sport,new york cosmos,professional sports,soccer team",The rise and fall of the N.Y. Cosmos. The soccer team that brought Pele to America; against the backdrop of N.Y. City in the 70&apos;s.
Colin Quinn: Unconstitutional,No,,100000,501.0,7.1,['Comedy'],"stand up comedy special,stand up comedy,tv special","Filmed live in Tarrytown, NY, long-time comedian, Colin Quinn, brings up some excellent points about America&apos;s history. Laugh out loud to this stand-up special while learning a thing or two!"
